id,displayName,displayName_pt,importName,name,name_pt,subname,subname_pt,set,serial,rarity,ability,ability_pt,flavorText,flavorText_pt,unique,initiative,initiative_pt,type,type_pt,artist,imageUrl,uniqueId
TOTT-95/100,Pouril Forest,Floresta Chuvosa,pourilforest,Pouril Forest,Floresta Chuvosa,,,tott,95/100,rare,Creatures do not have and cannot gain Defender.,As Criaturas não possuem e não podem ganhar Defensor.,The most peaceful place in Perim... until Yokkis shows up and slaps a pie in your face!,O lugar mais tranquilo de Perim... até o Yokkis aparecer e jogar uma torta na sua cara!,FALSE,Courage,Coragem,,,HotShotsVFX,https://i.imgur.com/ej5pQwv.png,Pouril Forest__tott
TOTT-96/100,Prototype Demolition Field,Campo Prototípico de Demolição,prototypedemolitionfield,Prototype Demolition Field,Campo Prototípico de Demolição,,,tott,96/100,super rare,"When a Creature deals 20 or more damage with its first attack each combat, destroy all Battlegear equipped to it.","Se uma Criatura causar 20 ou mais de dano com seu primeiro Ataque, destrua todos os Equipamentos equipados nela.",Finish first? I'm more worried about finishing in one piece!,Terminar primeiro? Estou mais preocupado em Terminar inteiro!,FALSE,Speed,Velocidade,,,HotShotsVFX,https://i.imgur.com/Zz5FgPT.png,Prototype Demolition Field__tott
TOTT-97/100,Shardcrafters' Workshop,Oficina dos Artesãos de Cacos,shardcraftersworkshop,Shardcrafters' Workshop,Oficina dos Artesãos de Cacos,,,tott,97/100,rare,"Shard Battlegear have ""Equipped Creature deals an additional 5 attack damage."" 
Battlegear cannot be flipped face-down.","Cacos Kha'rall ganham a ""A Criatura equipada causa 5 de dano de ataque adicional"". Equipamentos não podem ser virados para baixo.",Kha'rall are nearly unstoppable. The shards guarantee that they are.,Os Kha'rall são praticamente imparáveis. Os cacos garantem isso.,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/7d3JzwT.png,Shardcrafters' Workshop__tott
TOTT-98/100,The Phalanx Portcullis,O Rastrilho da Falange,thephalanxportcullis,The Phalanx Portcullis,O Rastrilho da Falange,,,tott,98/100,uncommon,"Creatures with less than 50 :courage:Courage deal 5 less attack damage.
Creatures with more than 100 :courage:Courage deal an additional 5 attack damage.",Criaturas com menos de 50 de Coragem causam 5 de dano de ataque a menos. Criaturas com mais de 100 de :courage:Coragem causam 5 de dano de ataque adicional.,,,FALSE,Scanned Energy,Energia Escaneada,,,HotShotsVFX,https://i.imgur.com/4x4IEXB.png,The Phalanx Portcullis__tott
TOTT-99/100,"The Storm Tunnel, Flooding","O Túnel da Tempestade, Inundação",thestormtunnelflooding,The Storm Tunnel,O Túnel da Tempestade,Flooding, Inundação,tott,99/100,common,"Engaged Creatures have "":water:Water 5.""
Creatures with :air:Air that became engaged this turn have an additional 10 Energy.","Criaturas em combate ganham "":water:Água 5."" Criaturas em combate com :air:Ar ganham 10 de Energia adicional.","The air drowns, the sky cries, the winds cease, the hope dies.","O ar se afoga, o céu chora, os ventos cessam, a esperança morre.",FALSE,Speed,Velocidade,,,"Keith Conroy, Emilio Lopez, HotShotsVFX",https://i.imgur.com/qRdg2E3.png,The Storm Tunnel__tott
TOTT-100/100,"UnderWorld City, During Van Bloot's Ascent","Cidade do Submundo, Durante a Ascensão de Van Bloot",underworldcityduringvanblootsascent,UnderWorld City,Cidade do Submundo,During Van Bloot's Ascent, Durante a Ascensão de Van Bloot,tott,100/100,uncommon,"Creatures not named Lord Van Bloot have 10 less :courage:Courage.
Attack Cards played by Minion Creatures have ""Challenge :courage:Courage 15: Deal 5 damage.""","Criaturas que não se chamam Lorde Van Bloot perdem 10 de :courage:Coragem. Ataques de Criaturas Lacaio ganham ""Desafio de :courage:Coragem 15: Cause 5 de dano.""",,,FALSE,Courage,Coragem,,,"Keith Conroy, Khary Randolph, Chris Fisher",https://i.imgur.com/RoLrWm3.png,UnderWorld City__tott
FUN-89/100,"Carnival of Confusion, Mind Games","Carnaval da Confusão, Jogos Mentais",carnivalofconfusionmindgames,Carnival of Confusion,Carnaval da Confusão,Mind Games, Jogos Mentais,fun,89/100,rare,"When a player would draw and play an Attack Card, instead they reveal and play the top card of their Attack Deck.","Quando um jogador for comprar e jogar um Ataque, em vez disso, ele revela e joga a carta do topo do seu Baralho de Ataque.","If I say I'm lying, am I telling the truth?","Se eu disser que estou mentindo, estarei dizendo a verdade?",FALSE,Speed,Velocidade,,,"Andrew Bradshaw, Reggie Butler, HotShotsVFX",https://i.imgur.com/sA09HZ7.png,Carnival of Confusion__fun
FUN-90/100,Cryomorph Barricades,Barricadas Criomorfas,cryomorphbarricades,Cryomorph Barricades,Barricadas Criomorfas,,,fun,90/100,uncommon,"Creatures with Defender deal an additional 5 attack damage. 
Mirage: Creatures in this space have ""Defender.""","Criaturas com Defensor causam 5 de dano de ataque adicional. Miragem: Criaturas neste espaço ganham ""Defensor"".",Even Intress was flabbergasted that the Fluidmorphers built the wall in a day.,Até mesmo Intress ficou estupefata com o fato de os Fluidomorfos terem construído o muro em um único dia.,FALSE,Power,Poder,Mirage,,"Chris Fisher, HotShotsVFX",https://i.imgur.com/qcUCrtk.png,Cryomorph Barricades__fun
FUN-91/100,"Glacier Plains, M'arrillian Heat Cannon","Geleiras, Canhão de Calor M'arrillian",glacierplainsmarrillianheatcannon,Glacier Plains,Geleiras,M'arrillian Heat Cannon, Canhão de Calor M'arrillian,fun,91/100,ultra rare,Remove 50 Mugic counters from among Creatures you control: Win the game. Any player can play this ability.,Remova 50 :genericmugic: dentre as criaturas que você controla: Ganhe o jogo. Qualquer jogador pode usar esta habilidade.,"""If the ice melts, Perim will die. We must stop it... no matter what the sacrifice."" — Tangath Toborn","Se o gelo derreter, Perim morrerá. Devemos impedir isso... não importa o sacrifício. — Tangath Toborn",TRUE,Mugic counters,Contadores de Mugic,,,Imaginary Friends Studios,https://i.imgur.com/3vOnBAs.png,Glacier Plains__fun
FUN-92/100,Gorram's Briefing,Discurso do Gorram,gorramsbriefing,Gorram's Briefing,Discurso do Gorram,,,fun,92/100,common,"At the beginning of combat, engaged Creatures gains 5 Energy and 5 to all Disciplines for each Tribe its controller controls.","No início do combate, as criaturas combatentes ganham 5 de Energia e 5 em todas as Disciplinas para cada Tribo que seu controlador controla.",The beginning of the end begins.,O começo do fim começa.,FALSE,Courage,Coragem,,,Imaginary Friends Studios,https://i.imgur.com/Qja046l.png,Gorram's Briefing__fun
FUN-93/100,Lake Blakeer,Lago Blakeer,lakeblakeer,Lake Blakeer,Lago Blakeer,,,fun,93/100,super rare,"At the beginning of combat, engaged M'arrillian Creatures lose 10 Energy. engaged M'arrillian Creatures named Aa'une gain 20 Energy instead.","No início do combate, :marrillian:M'arrillians combatentes perdem 10 de Energia. :marrillian:M'arrillians em combate com o nome Aa'une ganham 20 de Energia em vez disso.",The legend forged here will last for generations.,A lenda forjada aqui perdurará por gerações.,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/op2y85s.png,Lake Blakeer__fun
FUN-94/100,"Lake Morn, Globe Storm","Lago Morn, Tempestade Global",lakemornglobestorm,Lake Morn,Lago Morn,Globe Storm, Tempestade Global,fun,94/100,common,"When this becomes the active Location, flip a coin. If heads, Creatures with :water:Water take an additional 5 attack damage. If tails, Creatures with :water:Water take 5 less attack damage.","Quando este se tornar o local ativo, jogue uma moeda.  Se der cara, criaturas com :water:Água sofrem 5 de dano de ataque adicional. Se der coroa, criaturas com :water:Água sofrem 5 de dano de ataque a menos.",,,FALSE,Air,Ar,,,Imaginary Friends Studios,https://i.imgur.com/nLY7A04.png,Lake Morn__fun
FUN-95/100,M'arrillian Pulse Beacons,Faróis de Pulso M'arrillian,marrillianpulsebeacons,M'arrillian Pulse Beacons,Faróis de Pulso M'arrillian,,,fun,95/100,common,"When this becomes the active Location, flip all face-up Battlegear face-down.","Quando este se tornar o local ativo, vire todos Equipamentos para baixo.",The M'arrillians need not be present to make their presence felt.,Os M'arrillians não precisam estar presentes para fazerem sentir a sua presença.,FALSE,Power,Poder,,,HotShotsVFX,https://i.imgur.com/6ztxliR.png,M'arrillian Pulse Beacons__fun
FUN-96/100,Numin Voidland,Terra Vazia de Numin,numinvoidland,Numin Voidland,Terra Vazia de Numin,,,fun,96/100,uncommon,"At the beginning of combat, engaged Creatures lose all Elemental Types and gain 10 Energy for each Elemental Type lost this way.","No início do combate, ambas as criaturas perdem seus Elementos e ganham 10 de Energia para Elemento perdido dessa forma.","Nothing survives here, not even the M'arrillians themselves!","Nada sobrevive aqui, nem mesmo os próprios M'arrillians!",FALSE,Scanned Energy,Energia Escaneada,,,"Keith Conroy, HotShotsVFX",https://i.imgur.com/E8vKeFT.png,Numin Voidland__fun
FUN-97/100,Pyrogenousist's Hearth,Lareira do Pirogenesista,pyrogenousistshearth,Pyrogenousist's Hearth,Lareira do Pirogenesista,,,fun,97/100,common,"At the beginning of combat, deal 10 damage to each engaged Creature with no Mugic counters on them.","No início do combate, cause 10 de dano a cada criatura combatente que não possua :genericmugic:.",,,FALSE,Fire,Fogo,,,HotShotsVFX,https://i.imgur.com/jY6uZXK.png,Pyrogenousist's Hearth__fun
FUN-98/100,Quarters of the Quartet,Quartel do Quarteto,quartersofthequartet,Quarters of the Quartet,Quartel do Quarteto,,,fun,98/100,super rare,"While a player controls exactly four Tribes, that player's Creatures have ""Untargetable by opponents.""","Enquanto um jogador controlar exatamente quatro Tribos, as criaturas desse jogador terão a habilidade ""Não pode ser alvo do oponente"".","Four minds, one heart, Perim forever.","Quatro mentes, um coração, Perim para sempre.",FALSE,Mugic counters,Contadores de Mugic,,,"Keith Conroy, Reggie Butler",https://i.imgur.com/Xjh691R.png,Quarters of the Quartet__fun
FUN-99/100,"The Northrange, Highground","A Cordilheira Norte, Terreno Elevado",thenorthrangehighground,The Northrange,A Cordilheira Norte,Highground, Terreno Elevado,fun,99/100,rare,"When this becomes the active Location, choose a Tribe. All Creatures also count as that Tribe. 
Mirage: Creatures in this space count as all Tribes.","Quando este local se tornar o local ativo, escolha uma Tribo. Todas as criaturas também contam como pertencentes a essa Tribo. Miragem: As criaturas neste espaço contam como pertencentes a todas as Tribos.",,,FALSE,Courage,Coragem,Mirage,Miragem,Adrian Barrios. Anthony Washington,https://i.imgur.com/kfFP5I7.png,The Northrange__fun
FUN-100/100,"The Storm Tunnel, Ki'bro's Foothold","O Túnel da Tempestade, Domínio de Ki'bro",thestormtunnelkibrosfoothold,The Storm Tunnel,O Túnel da Tempestade,Ki'bro's Foothold, Domínio de Ki'bro,fun,100/100,common,"All attacks also count as :water:Water attacks. 
Damage dealt by :air:Air attacks is reduced by 5.",Todos os ataques também contam como ataques de :water:Água. O dano causado por Ataques de :air:Ar é reduzido em 5.,Fighting the war on many fronts stretches even the M'arrillians to their limits.,Lutar a guerra em várias frentes leva até mesmo os M'arrillians ao limite.,FALSE,Water,Água,,,"Emilio Lopez, HotShotsVFX",https://i.imgur.com/0C1lu7F.png,The Storm Tunnel__fun
AU-175/200,AZAIA Mindscrying Chamber,Câmara de Vidência Mental AZAIA,azaiamindscryingchamber,AZAIA Mindscrying Chamber,Câmara de Vidência Mental AZAIA,,,au,175/200,super rare,"When this becomes the active Location, Creatures lose all Elemental Types.","Quando este se torna o ativo, as criaturas perdem todos os seus Elementos.",Your most private secrets may be locked in the deepest recesses of your mind... but we hold the key.,Seus segredos mais íntimos podem estar trancados nos recônditos mais profundos da sua mente... mas nós temos a chave.,FALSE,M'arrillian,M'arrillian,,,Imaginary Friends Studios,https://i.imgur.com/E9qxZAi.png,AZAIA Mindscrying Chamber__au
AU-176/200,Castle Mommark,Castelo Mommark,castlemommark,Castle Mommark,Castelo Mommark,,,au,176/200,super rare,"When this becomes the active Location, each player can sacrifice a Creature they control. If they do, they can return another Creature Card from their general discard pile to play to any unoccupied space on their side of the Battleboard.","Quando este se torna o local ativo, cada jogador pode sacrificar uma criatura que controla. Se o fizer, pode retornar outra criatura do seu Descarte para o  jogo em qualquer espaço desocupado do seu lado do Tabuleiro.",,,FALSE,Fire,Fogo,,,"Keith Conory, HotShotsVFX",https://i.imgur.com/KP8bfI3.png,Castle Mommark__au
AU-177/200,Castle Rathwaq,Castelo Rathwaq,castlerathwaq,Castle Rathwaq,Castelo Rathwaq,,,au,177/200,common,The engaged Creature with the lowest :power:Power deals 5 less damage with attacks.,A Criatura em combate com menor Poder causa 5 de dano a menos com ataques.,"Grotesquely beautiful, the design is as twisted as its inhabitants.","De uma beleza grotesca, o projeto é tão distorcido quanto seus habitantes.",FALSE,Earth,Terra,,,HotShotsVFX,https://i.imgur.com/wcPjD9D.png,Castle Rathwaq__au
AU-178/200,"City of Kehn-sep, Tablet Dig Site","Cidade de Kehn-sep, Sítio de Escavação da Tábua",cityofkehnseptabletdigsite,City of Kehn-sep,Cidade de Kehn-sep,Tablet Dig Site, Sítio de Escavação da Tábua,au,178/200,rare,"At the beginning of combat, each player reveals the top 2 cards of their Attack Deck. Any player who reveals 3 or more total Build Points in Attack Cards puts :genericmugic::genericmugic: on their engaged Creature. Put the revealed cards on the bottom of the Attack Deck in any order.","No início do combate, cada jogador revela 2 Ataques do topo do seu Baralho. Qualquer jogador que revelar 2 Ataques com um total de 3 ou mais Pontos de Construção coloca 2 Contadores de Mugic em sua Criatura combatente. Coloque as cartas reveladas no fundo do Baralho em qualquer ordem.",,,FALSE,Mipedian,Mipedian,,,HotShotsVFX,https://i.imgur.com/BMeKc9T.png,City of Kehn-sep__au
AU-S20/26,"Dranakis Threshold, Portal to the Past","Limiar de Dranakis,  Portal para o Passado",dranakisthresholdportaltothepast,Dranakis Threshold,Limiar de Dranakis,Portal to the Past,  Portal para o Passado,au,S20/26,super rare,"Creatures are considered Past Creatures.
Creatures have no Tribes.",As Criaturas são consideradas Criaturas do Passado. As Criaturas não possuem Tribos.,"The past, present and future all converge here.","O passado, o presente e o futuro convergem aqui.",FALSE,Speed,Velocidade,Past,Passado,HotShotsVFX,https://i.imgur.com/NGj9Qbw.png,Dranakis Threshold__au
AU-180/200,Elmantiir,Elmantiir,elmantiir,Elmantiir,Elmantiir,,,au,180/200,common,"At the beginning of combat, engaged Creatures gain 5 Energy for each Elemental Type they have.","No início do combate, ambas as criaturas ganham 5 de Energia para cada Elemento que possuírem.","As the Elmantiir manifested, Intress knew that she would win - the Emperors of the Elements had bestowed their might upon her.","Quando Elmantiir se manifestou, Intress soube que venceria - os Imperadores dos Elementos haviam lhe concedido seu poder.",FALSE,Elementalist,Elementalista,,,"Keith Conroy, David Curiel",https://i.imgur.com/EBakrrO.png,Elmantiir__au
AU-S21/26,"Gigantempopolis, Chamber of the Oraklon","Gigantempopolis, Câmara do Oraklon",gigantempopolischamberoftheoraklon,Gigantempopolis,Gigantempopolis,Chamber of the Oraklon, Câmara do Oraklon,au,S21/26,rare,"Each Battlegear has ""Untargetable.""","Equipamentos são ""Inalvejáveis"".","Since the Oraklon allows one to peer into distant lands, it is no wonder the giants guarded it so closely... or that Vlar wanted it so badly!","Já que o Oraklon permite vislumbrar terras distantes, não é de admirar que os gigantes o guardassem tão zelosamente... ou que Vlar o desejasse tanto!",FALSE,Water,Água,Past,Passado,HotShotsVFX,https://i.imgur.com/yeJTTMi.png,Gigantempopolis__au
AU-S22/26,Graalorn Forest,Floresta Graalorn,graalornforest,Graalorn Forest,Floresta Graalorn,,,au,S22/26,rare,"When an Elemental Attack is played by a Creature, heal 5 damage to it.","Quando uma criatura realiza um Ataque Elemental, cure 5 de Energia dela.","The heart of the forest exhales, breathing life into those injured.","O coração da floresta exala, dando vida aos feridos.",FALSE,Wisdom,Sabedoria,Past,Passado,HotShotsVFX,https://i.imgur.com/LqrnDTF.png,Graalorn Forest__au
AU-183/200,Herken's Feast,Banquete do Herken,herkensfeast,Herken's Feast,Banquete do Herken,,,au,183/200,rare,The first attack played by a Creature each combat is reduced by 20 damage.,O primeiro ataque realizado por cada criatura em combate causa 20 de dano a menos.,"The sumptuous meal would have thrilled royalty, but the guests had more important matters to digest.","A refeição suntuosa teria encantado a realeza, mas os convidados tinham assuntos mais importantes a tratar.",FALSE,Wisdom,Sabedoria,,,"Andrew Bradshaw, Keith Conroy, Bob Rivard",https://i.imgur.com/Mte6gHq.png,Herken's Feast__au
AU-184/200,"Kaizeph, City of the Elements","Kaizeph, Cidade dos Elementos",kaizephcityoftheelements,Kaizeph,Kaizeph,City of the Elements, Cidade dos Elementos,au,184/200,super rare,Creatures take 5 less damage from attacks they share an Elemental Type with.,As Criaturas sofrem 5 de dano a menos de ataques com os quais compartilham um Elemento.,"Unlike all else, the Citadel is the foundation of everything.","Diferentemente de tudo o mais, a Cidadela é o alicerce de tudo.",FALSE,Number of Elements,Número de Elementos,,,"Keith Conroy, Anthony Washington",https://i.imgur.com/gxClBHF.png,Kaizeph__au
AU-S23/26,Kiru Village,Vila Kiru,kiruvillage,Kiru Village,Vila Kiru,,,au,S23/26,rare,Past Creatures have an additional 10 Energy.,Criaturas do Passado ganham 10 de Energia adicional.,"""Yes, Chaor's ancestor was one of the greatest OverWorlders of all time. I'm proud he was my friend, despite what he ultimately became."" — Najarin","Sim, o ancestral de Chaor foi um dos maiores Outromundanos de todos os tempos. Tenho orgulho de que ele tenha sido meu amigo, apesar do que ele acabou se tornando. — Najarin",FALSE,Air,Ar,Past,Passado,HotShotsVFX,https://i.imgur.com/bTneN5w.png,Kiru Village__au
AU-185/200,"Lake Ken-I-Po, Ritual Site","Lago Ken-I-Po, Local de Ritual",lakekeniporitualsite,Lake Ken-I-Po,Lago Ken-I-Po,Ritual Site, Local de Ritual,au,185/200,rare,"Creatures cannot gain or lose Elemental Types from Mugic, Attacks or abilities.","As Criaturas não podem ganhar ou perder Elementos por meio de Mugic, Ataques ou habilidades.","As the towers emerged, all wondered what more lay bellow the surface.","À medida que as torres emergiam, todos se perguntavam o que mais se escondia sob a superfície.",FALSE,Number of Elements,Número de Elementos,,,HotShotsVFX,https://i.imgur.com/eTKm4UP.png,Lake Ken-I-Po__au
AU-S24/26,Mipedim Tropics,Trópicos Mipedian,mipedimtropics,Mipedim Tropics,Trópicos Mipedian,,,au,S24/26,rare,"Mipedian Creatures have :water:Water and "":water:Water 5.""","Mipedians ganham :water:Água e "":water:Água 5.""","Though widely dismissed as anomalies, the first minuscule desert patches were signs that paradise was not forever.","Embora amplamente descartadas como anomalias, as primeiras minúsculas manchas de deserto foram sinais de que o paraíso não era eterno.",FALSE,Courage,Coragem,Past,Passado,HotShotsVFX,https://i.imgur.com/dTqTZj5.png,Mipedim Tropics__au
AU-187/200,Mipedim Valley,Vale Mipedian,mipedimvalley,Mipedim Valley,Vale Mipedian,,,au,187/200,rare,Battlegear equipped to Creatures without :air:Air is not flipped face-up at the beginning of combat.,Equipamentos de Criaturas sem :air:Ar não são virados para cima no início do combate.,Some Mipedians yearn for a home from the unforgiving desert. And they may have just found it.,Alguns Mipedians anseiam por um lar longe do deserto implacável. E talvez o tenham encontrado.,FALSE,Water,Água,,,"Keith Conroy, Emilio Lopez",https://i.imgur.com/mbRIHJe.png,Mipedim Valley__au
AU-188/200,"Mount Pillar Reservoir, Liberated","Reservatório da Colina de Pilares, Libertado",mountpillarreservoirliberated,Mount Pillar Reservoir,Reservatório da Colina de Pilares,Liberated, Libertado,au,188/200,rare,"When this becomes the active Location, each player Infects an Uninfected Creature they control.","Quando este se torna o ativo, cada jogador infecta uma criatura não infectada que controla.",The Danians' lifeblood is also the root of the Mipedians' hatred.,A fonte de vida dos Danians é também a origem do ódio dos Mipedians.,FALSE,Danian,Danian,,,HotShotsVFX,https://i.imgur.com/aXn1Ihf.png,Mount Pillar Reservoir__au
AU-189/200,Najarin's Castle,Castelo de Najarin,najarinscastle,Najarin's Castle,Castelo de Najarin,,,au,189/200,super rare,"When this becomes the active Location, each player can discard a Mugic Card. If they do, they can return a Mugic Card from their general discard pile to their hand.","Quando este se torna o local ativo, cada jogador pode descartar um Mugic. Se o fizer, pode retornar um Mugic do Descarte para a sua mão.",,,FALSE,Mugic counters,Contadores de Mugic,,,"Keith Conroy, Anthony Washington",https://i.imgur.com/Xqp4oRS.png,Najarin's Castle__au
AU-S25/26,Prexxor Chasm,Abismo Prexxor,prexxorchasm,Prexxor Chasm,Abismo Prexxor,,,au,S25/26,super rare,"At the beginning of the turn, choose a Creature your opponent controls and they choose a Creature you control. Relocate your Creature into the opposing Creature's space and begin combat. This does not count toward your one combat per turn.","No início do turno, escolha uma criatura que seu oponente controla e ele escolhe uma criatura que você controla. Mova sua criatura para o espaço da criatura oponente e inicie o combate. Isso não conta para o seu limite de um combate por turno.",,,FALSE,Past,Passado,Past,Passado,HotShotsVFX,https://i.imgur.com/OZMeeph.png,Prexxor Chasm__au
AU-S26/26,"Prexxor Chasm, The Blight","Abismo Prexxor, A Doença",prexxorchasmtheblight,Prexxor Chasm,Abismo Prexxor,The Blight, A Doença,au,S26/26,ultra rare,"Non-Caretaker Creatures cannot be healed or gain Energy from non-innate abilities.
Mirage: Creatures in this space have 20 less Energy.",Criaturas que não sejam Zeladores não podem ser curadas nem ganhar Energia de habilidades não inatas. Miragem: Criaturas neste espaço têm 20 de energia a menos.,"Forever insatiable, The Blight consumes all.","Insaciável para sempre, a Doença consome tudo.",FALSE,Power,Poder,Past Mirage,Passado Miragem,HotShotsVFX,https://i.imgur.com/ZtU0icW.png,Prexxor Chasm The Blight__au
AU-193/200,"Rao'Pa Sahkk, Condensation Ceremony","Rao'Pa Sahkk, Cerimônia de Condensação",raopasahkkcondensationceremony,Rao'Pa Sahkk,Rao'Pa Sahkk,Condensation Ceremony, Cerimônia de Condensação,au,193/200,super rare,Creatures without :water:Water cannot spend Mugic counters to play Mugic or abilities.,Criaturas sem :water:Água não podem gastar :genericmugic: para usar Mugics ou usar habilidades.,"Fluidmorphers can manipulate all water, from vast oceans to individual droplets of vapor.","Os Fluidomorfos podem manipular toda a água, desde vastos oceanos até gotículas individuais de vapor.",FALSE,Earth,Terra,,,HotShotsVFX,https://i.imgur.com/nP6rdvo.png,Rao'Pa Sahkk__au
AU-194/200,"Riverlands, Abandoned Wastes","Rios do OutroMundo, Restos Abandonados",riverlandsabandonedwastes,Riverlands,Rios do OutroMundo,Abandoned Wastes, Restos Abandonados,au,194/200,common,"When this becomes the active Location, each player shuffles their attack hand into their Attack Deck and draws two Attack Cards.","Quando este se torna o local ativo, cada jogador embaralha sua mão de ataque em seu Baralho de Ataque e compra dois Ataques.",,,FALSE,Fewest Elements,Menos Elementos,,,"Keith Conroy, Emilio Lopez, HotShotsVFX",https://i.imgur.com/en68Sqw.png,Riverlands__au
AU-195/200,Rock River Canyon,Cânion do Rio de Rocha,rockrivercanyon,Rock River Canyon,Cânion do Rio de Rocha,,,au,195/200,super rare,Creatures with :earth:Earth have an additional 10 Energy.,Criaturas com :earth:Terra têm 10 de Energia adicional.,A metaphor for patience: just one tiny stream carved the land into a canyon over the course of a thousand generations.,Uma metáfora para a paciência: um único riacho minúsculo esculpiu a terra em um cânion ao longo de mil gerações.,FALSE,Courage,Coragem,,,HotShotsVFX,https://i.imgur.com/uqW1kaI.png,Rock River Canyon__au
AU-196/200,Star Towers of Kehn-sep,Torres Estelares de Kehn-sep,startowersofkehnsep,Star Towers of Kehn-sep,Torres Estelares de Kehn-sep,,,au,196/200,common,"At the beginning of combat, if an engaged Creature has higher :wisdom:Wisdom than the opposing engaged Creature, that Creature's controller can remove a :genericmugic: from a Creature they control. If they do, they can put a :genericmugic: on a Creature they control.","No início do combate, se uma criatura combatente tiver :wisdom:Sabedoria maior que a criatura do oponente, o controlador dessa criatura pode remover um :genericmugic: de uma criatura que ele controla. Se o fizer, pode colocar um :genericmugic: em uma criatura que ele controla.",,,FALSE,Air,Ar,,,HotShotsVFX,https://i.imgur.com/x68amyh.png,Star Towers of Kehn-sep__au
AU-200/200,Tablet Sanctuary,Santuário da Tábua,tabletsanctuary,Tablet Sanctuary,Santuário da Tábua,,,au,200/200,common,"At the beginning of combat, put a :genericmugic: on the engaged Creature with the most Elemental types.","No início do combate, coloque um :genericmugic: na criatura combatente com o mais Elementos.","Though the tablet answered many long-debated questions, not every Creature liked the answers.","Embora a tábua tenha respondido a muitas perguntas debatidas há muito tempo, nem todas as criaturas gostaram das respostas.",FALSE,Speed,Velocidade,,,HotShotsVFX,https://i.imgur.com/oqKYsCz.png,Tablet Sanctuary__au
AU-179/200,The Cliffs,Os Penhascos,thecliffs,The Cliffs,Os Penhascos,,,au,179/200,rare,"At the beginning of combat, all Creatures gain :earth:Earth.","No início do combate, todas as criaturas ganham :earth:Terra.","No matter how hard they tried, the Danians could not win the staring contest.","Não importa o quanto tentassem, os Danians não conseguiam vencer o concurso de encarar.",FALSE,Power,Poder,,,Stone Perales,https://i.imgur.com/fDFNP2L.png,The Cliffs__au
AU-181/200,The Garden,O Jardim,thegarden,The Garden,O Jardim,,,au,181/200,rare,"At the beginning of combat, all Creatures gain :water:Water.","No início do combate, todas as criaturas ganham :water:Água.",Water is life.,A água é vida.,FALSE,Speed,Velocidade,,,Stone Perales,https://i.imgur.com/WvzABfl.png,The Garden__au
AU-182/200,The Golden Heptagon,O Heptágono Dourado,thegoldenheptagon,The Golden Heptagon,O Heptágono Dourado,,,au,182/200,super rare,Creatures can play Mugic of any Tribe or affiliation.,As Criaturas podem usar Mugics de qualquer Tribo ou afiliação.,"At the base of the Citadel, a golden room offers its visitors a taste of an elusive dream...","Na base da Cidadela, uma sala dourada oferece aos seus visitantes um vislumbre de um sonho inatingível...",FALSE,Power,Poder,,,HotShotsVFX,https://i.imgur.com/w6NRYVx.png,The Golden Heptagon__au
AU-186/200,The Magma Dam,A Represa de Magma,themagmadam,The Magma Dam,A Represa de Magma,,,au,186/200,super rare,"Creatures without :fire:Fire have ""Recklessness 5.""","Criaturas sem :fire:Fogo ganham ""Descuido 5"".","""It only needs to hold until Chaor's hordes have amassed!"" — Khybon",Só precisa aguentar até que as hordas de Chaor se reúnam! — Khybon,FALSE,Air,Ar,,,Adrian Barrios. Anthony Washington,https://i.imgur.com/8fdO63z.png,The Magma Dam__au
AU-190/200,"The Passage, OverWorld","A Passagem, OutroMundo",thepassageoverworld,The Passage,A Passagem,OverWorld, OutroMundo,au,190/200,rare,"The first time a Creature gains an Elemental Type this turn, it gains 10 Energy.","Na primeira vez que uma Criatura ganha um Elemento neste turno, ela também ganha 10 de Energia.","From the warm rays of the inviting sun, the stairs spiral into chilling darkness...","Da luz quente e convidativa do sol, a escada em espiral mergulha na escuridão gélida...",FALSE,OverWorld,OutroMundo,,,HotShotsVFX,https://i.imgur.com/oernXdw.png,The Passage__au_OW
AU-191/200,"The Passage, UnderWorld","A Passagem, Submundo",thepassageunderworld,The Passage,A Passagem,UnderWorld, Submundo,au,191/200,rare,"The first time a Creature loses an Elemental Type this turn, it loses 10 Energy.","Na primeira vez que uma Criatura perder um Elemento neste turno, ela também perde 10 de Energia.","...plunging into the void until a faint glow illuminates from bellow, a light not so inviting.","...mergulhando no vazio até que um brilho tênue ilumine o interior, uma luz nada convidativa.",FALSE,UnderWorld,Submundo,,,HotShotsVFX,https://i.imgur.com/r4GRInb.png,The Passage__au_UW
AU-192/200,The Phlogiston,O Flogisto,thephlogiston,The Phlogiston,O Flogisto,,,au,192/200,rare,"At the beginning of combat, all Creatures gain :fire:Fire.","No início do combate, todas as criaturas ganham :fire:Fogo.","The land melts, boils and erupts, creating an ever-shifting landscape.","A terra derrete, ferve e entra em erupção, criando uma paisagem em constante transformação.",FALSE,Courage,Coragem,,,Stone Perales,https://i.imgur.com/JVgIjPu.png,The Phlogiston__au
